carat,cut,color,clarity,depth,table,x,y,z
0.4,Ideal,G,VVS1,60.2,60,4.79,4.82,2.9
1.01,Good,H,SI1,63.4,64,6.3,6.34,4.01
0.36,Ideal,F,VS1,60.1,56,4.67,4.7,2.79
0.39,Premium,G,VS2,62.4,56,4.67,4.63,2.92
0.3,Very Good,G,VVS2,62.7,57,4.28,4.31,2.68
0.5,Ideal,D,SI1,61.4,56.4,5.1,5.13,3.15
0.41,Premium,F,VVS2,60.4,58,4.85,4.79,2.91
0.7,Ideal,E,VS1,62.1,53,5.72,5.74,3.57
0.43,Ideal,D,VS1,61.6,55,4.83,4.89,2.98
1.2,Ideal,G,VS1,62.3,56,6.8,6.82,4.25
0.72,Ideal,E,SI1,61.2,58,5.73,5.78,3.53
0.31,Ideal,D,VS2,60.2,56,4.42,4.39,2.65
0.42,Ideal,F,SI1,60.9,57,4.9,4.82,2.95
0.51,Ideal,D,SI1,62.4,57,5.1,5.15,3.19
1.62,Ideal,F,VS2,62.7,56,7.53,7.5,4.7
1.06,Premium,G,SI1,61,56,6.59,6.55,4.03
0.76,Good,E,VS2,59.7,57,6.03,6.08,3.5
1.16,Ideal,G,SI2,61.6,57,6.75,6.78,4.14
0.31,Ideal,G,IF,61.6,54,4.36,4.39,2.69
1.72,Good,F,VS2,64.3,58,7.43,7.36,4.87
0.31,Very Good,E,VS1,61.9,60,4.31,4.34,2.68
0.33,Premium,G,VVS1,62.1,58,4.43,4.4,2.74
1.69,Ideal,I,VS2,61.9,56,7.57,7.57,4.66
0.41,Ideal,D,SI1,61.9,56,4.77,4.74,2.96
0.4,Premium,F,VVS2,62.2,59,4.72,4.76,2.94
0.32,Ideal,E,VS2,62.1,56,4.36,4.39,2.71
0.91,Ideal,G,VVS1,61.5,56,6.27,6.28,3.82
1.5,Ideal,I,SI1,61.5,55,7.33,7.37,4.52
1.05,Ideal,F,SI1,60.6,57,6.55,6.68,3.98
0.31,Very Good,D,SI1,63.4,58,4.37,4.34,2.74
1.1,Premium,I,VS2,61.2,58,6.71,6.68,4.11
1.1,Good,I,SI2,63.7,56,6.53,6.49,4.15
0.52,Ideal,D,VS1,62.1,57,5.11,5.15,3.2
0.52,Ideal,D,VS2,62.3,55,5.13,5.16,3.2
0.31,Ideal,E,VVS1,61,56,4.38,4.39,2.69
1.23,Ideal,H,SI2,62.1,55.9,6.87,6.83,4.24
0.3,Very Good,E,VVS1,63.5,57,4.25,4.22,2.71
0.71,Very Good,J,SI2,60.7,56,5.81,5.83,3.52
1.01,Premium,E,SI1,62.6,60,6.36,6.35,3.97
0.4,Ideal,J,VS2,62.4,53,4.73,4.66,2.96
0.33,Ideal,H,VVS2,61.9,55,4.44,4.47,2.76
1.58,Premium,E,SI1,62.3,57,7.47,7.44,4.64
1.59,Ideal,I,SI1,61.7,57,7.45,7.51,4.6
0.2,Premium,H,VS2,59.6,61,3.87,3.82,2.29
0.31,Very Good,H,SI1,58.7,63,4.44,4.47,2.63
0.41,Ideal,G,VVS2,61.7,56,4.77,4.8,2.95
0.61,Premium,D,VS1,59.2,61,5.56,5.64,3.3
0.34,Ideal,E,VS1,62.2,54.2,4.48,4.52,2.78
1.11,Premium,G,VS2,61.5,59,6.68,6.66,4.1
1.01,Good,G,I1,58.2,59,6.63,6.67,3.85
0.4,Good,H,SI2,63.8,57,4.66,4.68,3
0.94,Very Good,D,SI1,60.8,58,6.22,6.26,3.79
1.53,Premium,E,SI1,62.6,57,7.38,7.29,4.59
0.9,Good,D,SI1,63.6,63,6.11,6.09,3.89
0.35,Ideal,F,VS2,62.1,57,4.53,4.52,2.82
0.52,Ideal,E,VS2,61,55,5.27,5.25,3.17
0.8,Ideal,E,SI1,61.1,56,5.98,6.05,3.66
0.31,Ideal,D,VS2,62.1,55,4.32,4.31,2.69
1.01,Premium,F,SI2,62.2,59,6.45,6.38,4
0.3,Good,G,VVS1,63.2,58,4.24,4.25,2.69
0.54,Ideal,F,VS2,61.3,57,5.25,5.26,3.21
1.2,Very Good,G,VS2,63.5,55,6.74,6.65,4.26
1.22,Fair,H,SI2,65.5,54,6.76,6.72,4.36
0.4,Premium,D,SI2,60,58,4.82,4.76,2.88
0.3,Premium,F,IF,61.1,58,4.33,4.3,2.64
0.57,Ideal,D,VVS1,61.8,55,5.34,5.38,3.3
0.24,Very Good,F,IF,60,57,4.05,4.07,2.44
0.31,Premium,G,SI1,61.9,59,4.36,4.33,2.69
1.5,Premium,H,VS1,59.9,60,7.48,7.34,4.43
0.71,Very Good,G,VS1,60.8,58,5.8,5.83,3.54
1.64,Very Good,J,SI2,62.6,58,7.45,7.51,4.71
1.3,Ideal,F,VVS2,62.4,56,6.96,7.04,4.36
1.5,Ideal,H,VS2,61.4,55,7.37,7.43,4.55
0.71,Good,E,SI1,62.8,65,5.6,5.63,3.55
0.59,Premium,E,SI1,59.6,58,5.48,5.45,3.28
0.31,Premium,I,VS2,59.8,60,4.43,4.39,2.63
0.5,Fair,F,SI2,59.8,66,5.16,5.14,3.05
1.33,Premium,G,VS1,60.2,59,7.12,7.2,4.28
0.33,Ideal,E,VS2,61.1,56,4.47,4.51,2.74
0.71,Very Good,E,VS2,59.6,61,5.78,5.82,3.47
0.7,Very Good,E,SI2,59.6,56,5.77,5.74,3.45
0.3,Ideal,I,VS1,62.5,54,4.29,4.33,2.7
1.02,Very Good,H,VS1,59.1,57,6.51,6.53,3.91
0.3,Ideal,H,SI1,61.3,59,4.3,4.32,2.63
0.78,Very Good,E,SI2,60.4,57,6,6.03,3.62
2.01,Premium,H,SI2,61.6,59,8.12,8.06,4.99
0.41,Very Good,E,SI1,62.4,58,4.71,4.76,2.96
1.06,Ideal,G,VS2,62,56,6.55,6.5,4.05
0.74,Good,E,SI1,62.8,64,5.66,5.71,3.61
1.05,Premium,G,VS2,63,56,6.48,6.41,4.09
1.52,Ideal,G,VS2,62.3,56,7.37,7.34,4.58
0.91,Very Good,H,VS1,62.1,59,6.17,6.21,3.84
0.4,Ideal,F,VVS2,61.5,56,4.74,4.78,2.93
0.73,Ideal,I,VS2,60.8,56,5.82,5.85,3.55
0.41,Ideal,D,VVS1,61.8,56,4.77,4.8,2.94
0.3,Ideal,H,SI1,61.9,57,4.29,4.34,2.67
1.02,Ideal,F,SI1,62.2,57,6.41,6.46,4.01
1.5,Very Good,H,SI1,63.5,59,7.19,7.12,4.54
0.81,Ideal,J,VS1,62.3,55,5.94,5.99,3.73
0.52,Ideal,I,IF,62.1,55,5.17,5.13,3.2
0.43,Ideal,G,VS2,61.3,56,4.9,4.88,3
0.3,Premium,H,IF,61,60,4.31,4.32,2.63
1.08,Premium,G,VS2,59.4,58,6.71,6.68,3.99
0.34,Very Good,D,VS2,62.9,56,4.42,4.45,2.8
0.51,Ideal,G,VVS2,62.4,58,5.1,5.12,3.2
1.06,Ideal,G,SI1,62.8,56,6.52,6.48,4.08
0.62,Fair,F,VS2,57.1,56,5.65,5.67,3.16
0.7,Very Good,E,VVS1,63.4,57,5.64,5.64,3.56
1.5,Premium,H,VS1,59.9,60,7.42,7.49,4.42
1.52,Premium,H,VS2,59.4,59,7.58,7.49,4.5
0.73,Ideal,E,SI1,60.5,56,5.83,5.85,3.55
0.9,Very Good,G,VS2,60.9,59,6.17,6.25,3.8
0.35,Good,H,VVS2,63.4,56,4.49,4.53,2.83
1.2,Premium,H,VS2,62.8,59,6.74,6.69,4.2
1.26,Ideal,F,VS2,61.4,57,6.98,7.03,4.29
1.04,Very Good,H,VS1,59.5,57,6.61,6.74,3.94
0.3,Premium,H,VS2,62.7,58,4.28,4.23,2.67
1.02,Ideal,E,SI1,60.4,57,6.5,6.54,3.92
1.01,Premium,F,VS2,61.7,60,6.34,6.46,3.94
0.42,Premium,E,VS2,61.9,58,4.77,4.75,2.97
1.03,Very Good,D,SI1,61.8,57,6.53,6.61,4.01
0.3,Ideal,E,VVS2,62.2,54,4.28,4.3,2.67
0.7,Good,G,VS1,57.8,58,5.89,5.82,3.38
1.09,Premium,G,SI2,60.7,60,6.66,6.59,4.02
1.5,Very Good,F,VVS2,61.4,58,7.34,7.39,4.52
2,Very Good,H,SI1,60.9,60,8.07,8.16,4.93
0.72,Ideal,H,VS1,61.9,54,5.77,5.81,3.57
0.71,Ideal,H,VVS1,60.8,56,5.8,5.83,3.54
0.51,Very Good,E,SI1,62.8,58,5.05,5.12,3.19
1.62,Very Good,J,SI1,63,58.1,7.45,7.51,4.67
1,Very Good,I,SI1,59.3,63,6.52,6.47,3.89
0.33,Premium,G,VS1,60.5,59,4.44,4.48,2.69
1.86,Ideal,H,SI2,61.1,57,7.95,7.86,4.89
1.03,Ideal,F,SI1,62.1,55,6.5,6.41,4.03
0.54,Ideal,F,VVS2,62.1,56,5.2,5.21,3.23
0.51,Ideal,I,SI1,62.2,55,5.12,5.08,3.17
1,Premium,F,VS2,62.4,60,6.34,6.31,3.99
1.08,Premium,H,VS1,60.5,60,6.67,6.61,4.03
1.06,Very Good,H,SI1,62.8,59,6.49,6.52,4.07
1.62,Ideal,G,VS1,62.7,55,7.47,7.39,4.7
0.46,Very Good,F,VS2,61.6,59,4.98,5,3.04
0.72,Premium,D,SI2,60.5,60,5.82,5.76,3.5
1.01,Premium,E,SI1,61,60,6.5,6.41,3.93
1.07,Ideal,I,VS2,61.6,55,6.55,6.61,4.06
1.53,Premium,J,SI2,61.5,58,7.41,7.31,4.54
0.33,Ideal,I,IF,62.2,57,4.43,4.44,2.74
1.53,Very Good,J,VS2,62.8,59,7.31,7.33,4.61
0.9,Premium,F,SI2,60.5,54,6.23,6.19,3.83
1.01,Good,D,VS1,63.1,59,6.29,6.37,3.99
0.52,Ideal,D,SI1,61.8,55,5.22,5.14,3.19
1.01,Premium,H,SI2,62.8,60,6.35,6.3,3.97
0.31,Premium,E,VS2,61.6,59,4.34,4.32,2.67
1.05,Ideal,G,SI2,59.6,57,6.69,6.63,3.99
1,Ideal,F,SI1,62,56,6.45,6.44,3.99
0.74,Ideal,F,VS1,62.3,56,5.75,5.81,3.61
0.32,Ideal,F,VVS1,61.7,55,4.38,4.41,2.72
0.59,Ideal,D,VS2,61.9,57,5.39,5.34,3.34
0.23,Very Good,F,VS2,63.1,58,3.91,3.95,2.5
0.46,Ideal,E,VVS2,62.6,55,4.92,4.96,3.09
0.3,Premium,E,SI1,62.3,58,4.31,4.28,2.67
1.11,Premium,G,SI2,60.7,58,6.77,6.66,4.07
0.55,Premium,I,VVS1,62.4,56,5.24,5.21,3.27
2.03,Fair,H,SI2,65,55,7.85,7.79,5.09
0.52,Ideal,F,IF,62.2,55,5.14,5.18,3.22
1.01,Premium,G,VS1,60.5,60,6.52,6.48,3.92
0.61,Ideal,E,VVS2,62.4,53,5.43,5.47,3.4
0.41,Ideal,J,VS1,62.7,55,4.79,4.8,2.99
2,Good,G,SI1,64.2,60,7.87,7.84,5.04
0.75,Ideal,G,VS2,61.5,56,5.87,5.92,3.62
0.32,Premium,I,VS2,62.2,59,4.35,4.38,2.71
0.59,Premium,H,VS2,62,59,5.42,5.32,3.34
0.53,Premium,F,VS2,62.1,59,5.2,5.16,3.21
1.73,Premium,G,VS2,61.5,58,7.76,7.71,4.77
1.56,Ideal,F,SI1,62,55,7.48,7.37,4.64
0.73,Premium,F,SI1,62.1,56,5.75,5.73,3.58
1.18,Very Good,F,VS2,60.1,60,6.79,6.86,4.12
0.3,Ideal,F,IF,62.3,57,4.27,4.3,2.66
0.58,Ideal,H,SI1,61.2,56,5.39,5.34,3.3
0.47,Very Good,D,SI1,62.5,57,4.94,4.92,3.09
1.01,Ideal,E,SI2,61.2,55,6.46,6.51,3.97
1.13,Premium,G,VVS1,59.3,55,6.87,6.77,4.05
1.01,Good,E,SI2,57.5,58,6.6,6.69,3.76
0.3,Ideal,G,VVS1,61.8,55,4.33,4.3,2.69
0.34,Ideal,E,SI1,61.4,55,4.55,4.5,2.77
1.03,Ideal,G,VS1,61.4,57,6.5,6.54,3.99
0.5,Very Good,G,VVS2,62.8,57,5.01,5.03,3.15
0.55,Premium,E,VVS2,61.2,58,5.27,5.29,3.23
0.3,Very Good,H,VS1,62.4,58,4.25,4.28,2.66
0.41,Premium,D,SI1,60.5,60,4.82,4.78,2.92
0.5,Good,G,IF,60.8,61,5.09,5.04,3.1
1.52,Premium,I,VS2,58.1,62,7.7,7.69,4.38
1.01,Ideal,D,VVS2,62,56,6.45,6.39,3.99
0.36,Ideal,D,SI1,62.8,57,4.54,4.51,2.85
0.57,Premium,F,SI1,59.5,61,5.46,5.4,3.24
1.2,Ideal,J,VS1,61,58,6.81,6.89,4.18
1.13,Ideal,D,VVS2,61.4,57,6.72,6.68,4.12
0.43,Ideal,G,IF,61.9,55,4.85,4.86,3.01
2.06,Ideal,J,VS2,61.8,54,8.18,8.13,5.07
1.35,Ideal,J,SI1,62.5,57,7.07,7.08,4.39
0.43,Very Good,H,SI1,61.1,56,4.85,4.89,2.99
0.72,Very Good,G,SI1,63.6,56,5.72,5.66,3.63
0.67,Ideal,G,VS2,62.7,57,5.63,5.62,3.49
0.52,Ideal,D,VS2,62.3,56,5.11,5.16,3.21
1.01,Good,D,SI1,63.1,60,6.29,6.36,3.99
2.14,Very Good,I,SI1,63.4,58,8.27,8.2,5.18
1.2,Premium,E,VS1,60.5,60,6.96,6.88,4.17
1.03,Ideal,E,VVS2,61.5,57,6.52,6.47,3.99
1.2,Ideal,H,SI1,61.1,57,6.87,6.88,4.18
0.4,Very Good,E,VS2,60.4,56,4.73,4.7,2.86
0.36,Ideal,F,SI1,61.6,56,4.57,4.61,2.82
0.4,Very Good,E,SI1,60.9,62,4.75,4.81,2.91
0.53,Good,G,SI1,65.5,56,5.09,5.16,3.3
0.41,Very Good,D,VS1,62.7,55,4.77,4.75,2.98
0.55,Premium,G,SI1,62.4,60,5.28,5.23,3.25
1.59,Very Good,H,SI1,62.2,54,7.46,7.55,4.65
0.58,Very Good,E,VS2,59.4,57.8,5.35,5.43,3.19
1,Ideal,F,SI2,61.8,54,6.45,6.36,3.95
0.32,Premium,G,VVS1,62.6,61,4.36,4.4,2.72
0.51,Ideal,D,VS2,61.6,57,5.12,5.13,3.17
0.79,Ideal,G,SI2,62.1,56,5.93,5.98,3.68
0.32,Premium,E,VS2,61.2,59,4.42,4.39,2.69
1.5,Premium,J,SI2,62.1,60,7.34,7.3,4.54
1.7,Premium,I,VS2,60.7,58,7.72,7.68,4.69
0.42,Ideal,E,VS2,62,55,4.8,4.83,2.98
0.42,Premium,F,VS2,60.1,61,4.86,4.84,2.92
1,Good,H,VS2,63.7,58,6.27,6.2,4
0.57,Premium,E,VS2,63,54,5.27,5.23,3.34
0.7,Premium,G,I1,62.1,58,5.67,5.71,3.52
0.8,Premium,E,SI2,61.4,57,5.99,5.96,3.7
0.71,Ideal,F,VS1,61.9,56,5.7,5.75,3.54
0.42,Ideal,G,VS1,62.5,56,4.74,4.85,2.98
1.5,Good,F,VS2,64,58,7.21,7.26,4.61
0.7,Very Good,D,SI1,61,59,5.66,5.76,3.47
0.41,Ideal,F,IF,61.7,57,4.79,4.83,2.95
0.34,Premium,H,VS2,61.7,59,4.47,4.52,2.75
1,Ideal,E,SI1,60.1,60,6.4,6.46,3.88
1.05,Ideal,I,VS2,62.2,56,6.49,6.47,4.06
1.82,Good,G,SI1,64.2,56,7.75,7.63,4.83
0.52,Ideal,G,VS1,62.4,57,5.13,5.14,3.2
0.54,Ideal,H,VVS1,61.2,56,5.23,5.29,3.21
1,Good,F,SI2,63.7,60,6.27,6.19,3.98
1.51,Very Good,F,VS1,63.2,56,7.29,7.27,4.58
0.32,Premium,H,VS2,62.4,59,4.34,4.37,2.72
0.38,Ideal,E,IF,61.4,56,4.67,4.64,2.87
0.41,Premium,G,SI1,61.3,58,4.76,4.78,2.94
0.32,Ideal,E,SI2,61.7,53,4.4,4.42,2.72
0.31,Ideal,D,SI1,62.4,56,4.38,4.32,2.73
1.51,Ideal,F,VS2,62.4,56,7.35,7.31,4.58
0.6,Ideal,I,SI2,62.5,56,5.43,5.49,3.38
0.73,Premium,G,SI2,60.3,56,5.88,5.78,3.54
0.31,Ideal,E,SI1,62.1,56,4.37,4.33,2.71
0.7,Premium,E,VS2,62.3,58,5.69,5.67,3.53
2,Fair,F,I1,66.6,62,7.93,7.75,5.16
0.26,Very Good,E,VVS2,59.9,58,4.19,4.21,2.51
0.33,Ideal,F,VVS1,61.7,57,4.47,4.44,2.73
1.01,Premium,G,SI1,60.3,58,6.54,6.59,3.96
1,Premium,E,SI1,60.5,62,6.44,6.47,3.89
0.3,Ideal,F,IF,62.1,56,4.31,4.34,2.69
0.61,Ideal,I,SI2,61.8,55,5.46,5.46,3.4
0.52,Ideal,G,VVS2,61.8,58,5.21,5.14,3.19
0.41,Premium,G,SI1,59.1,60,4.84,4.79,2.86
1.6,Premium,I,SI1,60.3,58,7.63,7.63,4.59
1,Premium,E,SI2,61.2,59,6.45,6.48,3.96
0.4,Ideal,I,VS2,62.4,54,4.73,4.75,2.96
0.71,Ideal,D,SI2,61.5,55,5.71,5.78,3.53
0.3,Premium,D,SI2,62.1,58,4.31,4.35,2.66
1.52,Premium,I,VS2,59,58,7.45,7.49,4.42
1.6,Ideal,F,SI1,61,56,7.55,7.62,4.62
0.58,Premium,H,VS1,59.8,59,5.47,5.59,3.23
0.3,Good,E,VS1,63.5,53,4.31,4.28,2.73
0.56,Ideal,E,VS2,61.9,55,5.3,5.27,3.29
0.53,Ideal,G,VS1,61.9,55,5.22,5.21,3.22
0.4,Ideal,J,IF,62.5,56,4.72,4.74,2.96
0.32,Ideal,D,VS2,62.2,56,4.41,4.37,2.73
0.35,Ideal,I,IF,62.7,55,4.53,4.5,2.84
0.41,Very Good,G,VS2,62.9,56,4.7,4.73,2.96
0.32,Ideal,J,VS2,62.9,57,4.33,4.38,2.73
0.78,Very Good,D,VS2,61.2,59,5.91,5.87,3.64
1.51,Ideal,H,VS2,60.6,57,7.46,7.43,4.49
1.22,Ideal,F,VS1,61.5,56,6.88,6.84,4.23
0.34,Very Good,J,SI1,63.3,54,4.44,4.47,2.82
1.21,Very Good,H,SI2,61.9,55,6.82,6.84,4.24
0.71,Very Good,F,SI1,63.3,57,5.65,5.67,3.58
0.31,Premium,G,VS1,59.9,60,4.44,4.41,2.65
0.32,Ideal,F,VS2,61.5,56,4.43,4.4,2.73
0.72,Ideal,I,VVS1,61.3,57,5.78,5.75,3.55
0.51,Premium,G,SI1,61.4,61,5.17,5.13,3.16
1.02,Ideal,F,SI2,61.4,56,6.47,6.5,3.98
1.24,Premium,J,VS2,62,59,6.87,6.8,4.27
1.51,Very Good,G,IF,63.3,58,7.29,7.26,4.61
0.3,Premium,E,VS1,61.9,58,4.32,4.31,2.66
0.35,Ideal,E,VVS1,62,56,4.54,4.52,2.82
1,Premium,F,SI1,60.3,58,6.39,6.36,3.87
0.36,Ideal,G,VVS1,60.9,55,4.62,4.61,2.83
1.38,Premium,H,VS2,59,59,7.3,7.23,4.35
0.72,Good,F,SI1,64,61,5.74,5.66,3.63
1.18,Premium,J,VS2,63,57,6.8,6.71,4.27
0.9,Premium,E,SI1,62.2,61,6.19,6.08,3.83
0.9,Good,J,VS2,64.3,55,6.12,6.12,3.9
0.3,Premium,H,VS1,60.1,60,4.32,4.3,2.61
0.32,Ideal,E,VVS1,61.3,57,4.38,4.43,2.69
0.9,Very Good,J,SI1,63.2,60,6.13,6.07,3.85
0.7,Premium,F,SI1,61.9,61,5.69,5.78,3.5
0.62,Ideal,E,SI1,61.7,56,5.45,5.49,3.37
1.5,Ideal,H,SI1,62,55,7.33,7.29,4.54
1.01,Fair,I,SI2,66.1,58,6.07,6.03,3.97
0.36,Ideal,G,VS1,61.6,57,4.58,4.54,2.83
0.29,Very Good,H,VVS2,62.7,55,4.21,4.22,2.64
0.66,Ideal,H,SI1,61.4,57,5.63,5.62,3.46
1,Very Good,F,SI2,62.7,56,6.37,6.42,4.02
0.5,Very Good,D,SI1,61.6,57,5.09,5.12,3.15
0.4,Very Good,H,VVS2,61.3,55,4.77,4.73,2.91
0.33,Ideal,H,IF,61.8,55,4.48,4.5,2.76
1.04,Very Good,F,VS1,63,54,6.41,6.49,4.05
1.01,Good,F,VS1,64,55,6.32,6.35,4.06
0.3,Ideal,E,VS2,61.9,57,4.3,4.34,2.66
0.38,Ideal,H,IF,61.9,57,4.66,4.73,2.87
0.46,Ideal,E,SI2,61.9,56,4.98,5,3.07
0.41,Premium,F,VVS1,58.9,58,4.83,4.85,2.86
0.73,Fair,D,SI2,66.1,60,5.58,5.6,3.69
1.03,Ideal,G,SI1,61.6,56,6.49,6.53,3.99
0.35,Ideal,H,VVS1,61.6,54.9,4.55,4.56,2.81
0.31,Ideal,H,IF,62.1,54,4.38,4.34,2.71
0.3,Good,H,SI1,63.3,59,4.23,4.25,2.68
0.42,Ideal,D,VS2,61.8,56,4.81,4.84,2.98
1.02,Ideal,D,VS2,62.6,58,6.36,6.44,3.99
0.31,Premium,G,VVS1,60.4,58,4.43,4.38,2.66
0.4,Very Good,F,VVS2,62,55,4.72,4.64,2.94
0.77,Very Good,H,SI1,61.4,59,5.9,6,3.61
0.38,Ideal,F,VS1,61.4,56,4.65,4.67,2.85
0.42,Ideal,E,VS2,61.7,56,4.79,4.83,2.96
0.32,Ideal,G,VVS1,61.9,54,4.42,4.46,2.75
1,Premium,E,SI1,62.8,61,6.36,6.32,3.97
1.01,Very Good,E,VVS2,63.4,58,6.32,6.31,4.02
1.5,Very Good,F,VS1,60.5,59,7.42,7.46,4.5
2.32,Premium,J,VS1,60.3,58,8.63,8.76,5.2
0.33,Ideal,D,VS1,60,56,4.52,4.49,2.72
0.99,Fair,J,VS1,55,63,6.77,6.66,3.77
0.52,Ideal,D,VS2,61,57,5.17,5.22,3.16
0.9,Very Good,G,VS1,62.4,56,6.08,6.2,3.83
0.74,Premium,E,VS1,62.8,58,5.8,5.81,3.61
0.41,Premium,E,SI1,60.2,59,4.81,4.84,2.88
0.51,Ideal,D,VS2,61.9,57,5.16,5.11,3.18
0.32,Ideal,G,VS2,61.4,57,4.42,4.41,2.71
0.35,Ideal,D,I1,61.5,56,4.55,4.52,2.8
0.4,Premium,F,SI1,62.8,58,4.71,4.67,2.93
1.03,Very Good,I,SI1,63.2,59,6.36,6.41,4.03
0.32,Ideal,F,SI1,61.3,56,4.4,4.46,2.71
0.4,Ideal,F,VVS1,61.7,57,4.71,4.73,2.91
1.86,Ideal,J,SI1,62.3,57,7.84,7.78,4.87
0.44,Ideal,G,VVS1,61.3,56,4.88,4.91,3
1,Ideal,G,SI1,62.7,56,6.3,6.37,3.95
0.55,Premium,E,VS2,59.7,59,5.31,5.35,3.18
1.03,Premium,H,SI1,59.2,61,6.6,6.57,3.88
1.7,Very Good,H,I1,62.9,57,7.54,7.59,4.79
0.41,Ideal,F,SI1,62.6,54,4.72,4.75,2.98
0.23,Very Good,E,VVS2,62.4,58,3.91,3.95,2.44
0.42,Premium,F,SI1,60,60,4.88,4.91,2.92
1.21,Premium,G,VS2,61,56,6.87,6.82,4.2
0.9,Ideal,D,SI1,61.9,55,6.2,6.2,3.84
0.71,Good,E,SI1,63.8,58,5.6,5.66,3.58
1.33,Premium,E,SI2,62.4,58,7.04,7.01,4.38
0.92,Ideal,E,SI2,62.1,56,6.27,6.33,3.87
0.71,Very Good,D,VVS2,62,59,5.7,5.73,3.54
1.01,Good,G,VVS2,63.1,59,6.3,6.36,4.03
0.52,Ideal,F,VS1,61.5,56,5.19,5.15,3.18
1,Ideal,G,VS1,62.2,56,6.37,6.4,3.98
2.08,Very Good,H,SI1,62.1,59,8.14,8.17,5.06
1.5,Fair,I,VS1,57.7,68,7.52,7.48,4.35
0.8,Premium,F,SI1,62,59,5.98,5.88,3.69
0.3,Good,D,VVS1,63.1,55,4.29,4.26,2.7
1.2,Very Good,G,VS2,63.3,56,6.77,6.7,4.26
1.55,Ideal,I,VVS2,61.9,55,7.4,7.38,4.61
2.22,Very Good,I,SI1,62.3,60,8.41,8.56,5.19
1.01,Ideal,H,VS1,62.9,56,6.37,6.42,4.02
0.51,Ideal,G,VS2,62,55,5.14,5.18,3.18
0.32,Premium,G,VS1,61.4,58,4.39,4.42,2.7
1.01,Premium,H,I1,60.7,61,6.46,6.35,3.88
1.23,Ideal,F,VVS2,62.6,55,6.87,6.9,4.26
0.53,Ideal,F,VVS2,61.9,55,5.15,5.17,3.22
2.5,Premium,H,SI2,62.6,60,8.65,8.6,5.27
0.42,Premium,D,SI1,59.8,60,5.11,5.06,2.92
0.76,Very Good,F,SI2,58.5,61,5.91,5.96,3.49
0.51,Very Good,G,SI1,61.4,55,5.13,5.19,3.15
1.7,Very Good,H,SI1,61.8,59,7.67,7.77,4.76
0.53,Very Good,G,SI2,59.5,56.9,5.25,5.4,3.18
1,Fair,E,SI2,53.3,59,6.72,6.74,4.12
2.3,Premium,J,SI2,58.5,62,8.8,8.64,5.17
0.73,Ideal,F,VVS2,61.6,54,5.77,5.8,3.57
1.09,Premium,H,SI2,62,61,6.59,6.53,4.09
0.4,Premium,E,VS1,61.5,56,4.79,4.74,2.93
0.71,Ideal,H,SI1,61.3,57,5.74,5.78,3.53
0.41,Premium,F,VVS1,61.8,59,4.75,4.8,2.93
0.71,Ideal,I,VVS2,61.6,56,5.71,5.75,3.53
0.88,Ideal,F,SI2,62.4,57,6.11,6.16,3.85
1.01,Good,F,IF,63.2,59,6.28,6.34,4
1.52,Ideal,G,VS2,61.5,59,7.38,7.42,4.55
0.4,Ideal,E,VS1,60.4,55,4.73,4.75,2.87
0.72,Ideal,D,SI1,61.2,57,5.74,5.79,3.54
2,Good,I,VS2,63.3,60,7.99,8.04,5.08
0.52,Ideal,D,VVS1,62,57,5.16,5.19,3.18
0.72,Ideal,E,VS2,60.8,57,5.79,5.84,3.54
0.3,Ideal,D,VS2,61.6,55,4.35,4.3,2.69
0.5,Very Good,D,VS2,63.4,57,5.1,5.06,3.22
0.31,Very Good,H,VS1,62.4,60,4.27,4.3,2.69
0.32,Good,D,VS1,63.4,57,4.38,4.39,2.77
1.01,Premium,G,SI1,62.2,59,6.35,6.39,3.97
1.01,Premium,G,VS1,62,58,6.44,6.37,3.97
0.52,Very Good,H,VS1,59.6,59,5.21,5.25,3.1
1,Very Good,I,VS2,63.5,57,6.35,6.3,4.03
1.54,Premium,G,VVS2,61.5,58,7.42,7.35,4.57
0.9,Very Good,E,VS2,60.4,57,6.3,6.26,3.78
0.56,Ideal,G,VVS2,60.7,56,5.33,5.35,3.24
1.01,Ideal,E,SI2,62.2,54,6.42,6.43,3.99
0.34,Ideal,H,SI1,60.7,56,4.56,4.55,2.76
0.42,Good,H,SI1,64.5,54,4.75,4.79,3.04
0.73,Ideal,I,VVS1,62,56,5.8,5.77,3.59
1,Very Good,E,SI2,59.5,63,6.47,6.5,3.83
0.32,Ideal,I,VS2,61.5,57,4.42,4.44,2.71
0.32,Ideal,G,SI2,62.5,57,4.39,4.37,2.75
0.91,Premium,E,SI2,62.2,60,6.14,6.19,3.78
1.51,Good,H,VS2,63.8,56,7.25,7.23,4.61
1.42,Very Good,G,VS1,60.9,60,7.19,7.22,4.39
1.01,Fair,H,SI1,66.4,57,6.12,6.11,4.04
1.7,Premium,E,SI1,62.3,59,7.63,7.72,4.74
0.9,Premium,F,SI1,60.4,59,6.27,6.29,3.79
0.35,Ideal,E,IF,61.8,55,4.55,4.52,2.8
0.31,Ideal,F,IF,61.2,56,4.42,4.38,2.7
1.24,Ideal,E,SI1,62.9,58,6.8,6.86,4.27
0.59,Good,F,VS2,63.1,56,5.32,5.36,3.39
0.7,Good,I,VVS1,63.4,61,5.6,5.63,3.53
1.5,Premium,H,VS2,60,60,7.4,7.36,4.45
